experiment,diagonal_wins,total_home_rows,mean_home_auprc,mean_home_margin,minimum_home_margin,background_wins
exp232,8,8,0.28037401518322314,0.11851222142431514,0.004816991882151317,0
annotation_first,6,8,0.27167100496819097,0.12186093190324213,-0.07918709675740909,0
gpn_uniform,7,8,0.27943643334821533,0.12413667749909696,-0.018729064105263662,0
phylop_uniform,8,8,0.2725293799080654,0.11799727930574469,0.012588104099646474,0
