alpha,nucleotide_ce,accuracy
0.738,0.9792717442266474,0.5640625
0.739,0.9792994539495845,0.5640625
0.74,0.9793273665349025,0.5640625
0.741,0.9793554816694678,0.5640625
0.742,0.9793837990408804,0.5640625
0.743,0.9794123183374694,0.5640625
0.744,0.9794410392482931,0.5640625
0.745,0.9794699614631346,0.5640625
0.746,0.9794990846725009,0.5640625
0.747,0.9795284085676194,0.5640625
0.748,0.9795579328404365,0.5640625
0.749,0.9795876571836153,0.5640625
0.75,0.9796175812905329,0.5640625
0.751,0.9796477048552777,0.5625
0.752,0.9796780275726483,0.5625
0.753,0.9797085491381512,0.5625
0.754,0.9797392692479964,0.5625
0.755,0.9797701875990981,0.5625
0.756,0.9798013038890707,0.5625
0.757,0.979832617816227,0.5625
0.758,0.9798641290795758,0.5625
0.759,0.9798958373788201,0.5625
0.76,0.9799277424143549,0.5625
0.761,0.9799598438872643,0.5625
0.762,0.97999214149932,0.5640625
0.763,0.980024634952979,0.5640625
0.764,0.9800573239513811,0.5640625
0.765,0.9800902081983477,0.5640625
0.766,0.9801232873983781,0.5640625
0.767,0.9801565612566486,0.5640625
0.768,0.9801900294790101,0.5640625
0.769,0.9802236917719862,0.5625
0.77,0.9802575478427695,0.5625
0.771,0.9802915973992221,0.5640625
0.772,0.9803258401498713,0.5640625
0.773,0.980360275803909,0.5640625
0.774,0.9803949040711885,0.5640625
0.775,0.9804297246622229,0.5640625
0.776,0.9804647372881833,0.5640625
0.777,0.9804999416608965,0.5640625
0.778,0.9805353374928429,0.5640625
0.779,0.9805709244971542,0.5640625
0.78,0.9806067023876122,0.5640625
0.781,0.9806426708786453,0.565625
0.782,0.9806788296853292,0.5640625
0.783,0.9807151785233813,0.5640625
0.784,0.9807517171091614,0.5640625
0.785,0.9807884451596692,0.5640625
0.786,0.9808253623925409,0.5640625
0.787,0.9808624685260497,0.5640625
0.788,0.9808997632791009,0.5640625
0.789,0.9809372463712329,0.5640625
0.79,0.9809749175226129,0.5640625
0.791,0.9810127764540365,0.5640625
0.792,0.9810508228869248,0.5640625
0.793,0.9810890565433231,0.5640625
0.794,0.9811274771458987,0.5640625
0.795,0.981166084417939,0.5640625
0.796,0.9812048780833497,0.5640625
0.797,0.9812438578666528,0.5640625
0.798,0.9812830234929851,0.5640625
0.799,0.9813223746880955,0.5640625
0.8,0.9813619111783443,0.5640625
0.801,0.9814016326906998,0.5640625
0.802,0.9814415389527389,0.5640625
0.803,0.981481629692642,0.5640625
0.804,0.981521904639194,0.5640625
0.805,0.9815623635217812,0.5640625
0.806,0.9816030060703895,0.5640625
0.807,0.9816438320156028,0.5640625
0.808,0.9816848410886013,0.5640625
0.809,0.9817260330211596,0.5640625
0.81,0.9817674075456448,0.5640625
0.811,0.9818089643950151,0.5640625
0.812,0.9818507033028172,0.5640625
0.8130000000000001,0.981892624003186,0.5640625
0.8140000000000001,0.9819347262308415,0.5640625
0.8150000000000001,0.9819770097210874,0.5640625
0.8160000000000001,0.98201947420981,0.5625
0.8170000000000001,0.9820621194334753,0.5625
0.8180000000000001,0.9821049451291287,0.5625
0.8190000000000001,0.9821479510343923,0.5625
0.8200000000000001,0.9821911368874636,0.5625
0.8210000000000001,0.9822345024271135,0.5625
0.8220000000000001,0.9822780473926848,0.5625
0.8230000000000001,0.9823217715240912,0.5625
0.8240000000000001,0.9823656745618136,0.5625
0.8250000000000001,0.9824097562469014,0.5625
0.8260000000000001,0.9824540163209683,0.5625
0.8270000000000001,0.982498454526192,0.5625
0.8280000000000001,0.9825430706053119,0.5625
0.8290000000000001,0.9825878643016281,0.5625
0.8300000000000001,0.9826328353589997,0.5625
0.8310000000000001,0.9826779835218419,0.5609375
0.8320000000000001,0.9827233085351267,0.5609375
0.833,0.9827688101443794,0.5609375
0.834,0.9828144880956774,0.5609375
0.835,0.9828603421356495,0.5609375
0.836,0.9829063720114736,0.5609375
0.837,0.9829525774708749,0.5609375
0.838,0.9829989582621248,0.5609375
0.839,0.9830455141340394,0.5609375
0.84,0.9830922448359779,0.5609375
0.841,0.9831391501178404,0.5609375
0.842,0.9831862297300681,0.5609375
0.843,0.9832334834236388,0.559375
0.844,0.9832809109500691,0.559375
0.845,0.9833285120614098,0.559375
0.846,0.9833762865102461,0.559375
0.847,0.9834242340496955,0.559375
0.848,0.9834723544334061,0.559375
0.849,0.9835206474155562,0.559375
0.85,0.9835691127508515,0.5578125
0.851,0.9836177501945244,0.5578125
0.852,0.9836665595023323,0.5578125
0.853,0.9837155404305562,0.5578125
0.854,0.9837646927359998,0.5578125
0.855,0.9838140161759867,0.5578125
0.856,0.9838635105083604,0.5578125
0.857,0.983913175491482,0.5578125
0.858,0.9839630108842294,0.5578125
0.859,0.9840130164459957,0.5578125
0.86,0.9840631919366871,0.5578125
0.861,0.9841135371167227,0.5578125
0.862,0.9841640517470319,0.5578125
0.863,0.9842147355890543,0.5578125
0.864,0.9842655884047374,0.5578125
0.865,0.9843166099565351,0.5578125
0.866,0.9843678000074079,0.5578125
0.867,0.9844191583208189,0.5578125
0.868,0.9844706846607348,0.5578125
0.869,0.9845223787916237,0.5578125
0.87,0.9845742404784538,0.559375
0.871,0.9846262694866919,0.559375
0.872,0.9846784655823022,0.559375
0.873,0.984730828531745,0.559375
0.874,0.9847833581019756,0.559375
0.875,0.9848360540604428,0.559375
0.876,0.9848889161750873,0.559375
0.877,0.9849419442143418,0.559375
0.878,0.9849951379471269,0.559375
0.879,0.9850484971428534,0.559375
0.88,0.9851020215714179,0.559375
0.881,0.9851557110032034,0.559375
0.882,0.9852095652090778,0.559375
0.883,0.985263583960392,0.5609375
0.884,0.9853177670289787,0.5609375
0.885,0.9853721141871521,0.5609375
0.886,0.9854266252077053,0.5609375
0.887,0.9854812998639112,0.5609375
0.888,0.9855361379295184,0.5609375
0.889,0.9855911391787522,0.5609375
0.89,0.9856463033863125,0.5609375
0.891,0.9857016303273731,0.559375
0.892,0.9857571197775794,0.559375
0.893,0.9858127715130494,0.559375
0.894,0.9858685853103694,0.559375
0.895,0.9859245609465954,0.559375
0.896,0.9859806981992516,0.559375
0.897,0.9860369968463278,0.559375
0.898,0.9860934566662791,0.559375
0.899,0.9861500774380259,0.559375
0.9,0.98620685894095,0.559375
0.901,0.9862638009548965,0.559375
0.902,0.9863209032601702,0.559375
0.903,0.9863781656375359,0.559375
0.904,0.9864355878682174,0.559375
0.905,0.986493169733895,0.559375
0.906,0.986550911016705,0.559375
0.907,0.9866088114992404,0.559375
0.908,0.9866668709645466,0.559375
0.909,0.9867250891961223,0.559375
0.91,0.9867834659779188,0.559375
0.911,0.9868420010943367,0.559375
0.912,0.9869006943302274,0.559375
0.913,0.9869595454708906,0.5578125
0.914,0.9870185543020729,0.5578125
0.915,0.9870777206099677,0.5578125
0.916,0.9871370441812137,0.5578125
0.917,0.9871965248028939,0.5578125
0.918,0.9872561622625347,0.559375
0.919,0.9873159563481038,0.559375
0.92,0.9873759068480108,0.559375
0.921,0.9874360135511052,0.559375
0.922,0.9874962762466751,0.559375
0.923,0.9875566947244472,0.559375
0.924,0.9876172687745847,0.559375
0.925,0.9876779981876866,0.559375
0.926,0.9877388827547872,0.559375
0.927,0.9877999222673545,0.559375
0.928,0.9878611165172891,0.559375
0.929,0.9879224652969238,0.559375
0.93,0.9879839683990227,0.559375
0.931,0.9880456256167782,0.559375
0.932,0.9881074367438135,0.559375
0.933,0.9881694015741781,0.559375
0.934,0.9882315199023491,0.559375
0.935,0.9882937915232297,0.559375
0.936,0.9883562162321479,0.559375
0.937,0.9884187938248544,0.559375
0.9380000000000001,0.9884815240975253,0.559375
0.9390000000000001,0.9885444068467564,0.559375
0.9400000000000001,0.9886074418695661,0.559375
0.9410000000000001,0.9886706289633921,0.5578125
0.9420000000000001,0.9887339679260911,0.5578125
0.9430000000000001,0.9887974585559391,0.5578125
0.9440000000000001,0.9888611006516281,0.5578125
0.9450000000000001,0.9889248940122671,0.5578125
0.9460000000000001,0.9889888384373803,0.5578125
0.9470000000000001,0.9890529337269062,0.55625
0.9480000000000001,0.9891171796811966,0.55625
0.9490000000000001,0.989181576101017,0.55625
0.9500000000000001,0.989246122787543,0.55625
0.9510000000000001,0.9893108195423622,0.55625
0.9520000000000001,0.9893756661674715,0.5578125
0.9530000000000001,0.9894406624652763,0.5578125
0.9540000000000001,0.9895058082385908,0.5578125
0.9550000000000001,0.9895711032906362,0.5578125
0.9560000000000001,0.9896365474250391,0.55625
0.9570000000000001,0.9897021404458322,0.55625
0.9580000000000001,0.9897678821574527,0.55625
0.9590000000000001,0.9898337723647405,0.55625
0.96,0.9898998108729387,0.55625
0.961,0.9899659974876924,0.55625
0.962,0.9900323320150471,0.5578125
0.963,0.9900988142614485,0.5578125
0.964,0.9901654440337413,0.5578125
0.965,0.9902322211391688,0.5578125
0.966,0.9902991453853712,0.5578125
0.967,0.9903662165803855,0.5578125
0.968,0.9904334345326443,0.5578125
0.969,0.9905007990509753,0.5578125
0.97,0.9905683099445998,0.5578125
0.971,0.9906359670231322,0.5578125
0.972,0.9907037700965795,0.5578125
0.973,0.9907717189753397,0.5578125
0.974,0.9908398134702014,0.5578125
0.975,0.990908053392344,0.5578125
0.976,0.9909764385533336,0.5578125
0.977,0.9910449687651266,0.5578125
0.978,0.9911136438400658,0.5578125
0.979,0.9911824635908799,0.5578125
0.98,0.9912514278306839,0.5578125
0.981,0.9913205363729769,0.5578125
0.982,0.9913897890316431,0.5578125
0.983,0.9914591856209487,0.5578125
0.984,0.9915287259555425,0.5578125
0.985,0.9915984098504553,0.5578125
0.986,0.9916682371210982,0.5578125
0.987,0.991738207583262,0.55625
0.988,0.9918083210531174,0.55625
0.989,0.9918785773472123,0.55625
0.99,0.9919489762824731,0.55625
0.991,0.9920195176762027,0.55625
0.992,0.9920902013460795,0.55625
0.993,0.9921610271101574,0.55625
0.994,0.9922319947868644,0.55625
0.995,0.9923031041950028,0.55625
0.996,0.9923743551537465,0.55625
0.997,0.9924457474826422,0.55625
0.998,0.9925172810016083,0.55625
0.999,0.9925889555309322,0.55625
1.0,0.9926607708912722,0.55625
