alpha,nucleotide_ce,accuracy
0.183,1.0081926657543347,0.534375
0.184,1.008029514042501,0.534375
0.185,1.007866901106923,0.5359375
0.186,1.0077048261817718,0.5359375
0.187,1.0075432884996207,0.5359375
0.188,1.0073822872914684,0.5359375
0.189,1.0072218217867626,0.5359375
0.19,1.0070618912134237,0.5359375
0.191,1.0069024947978682,0.5359375
0.192,1.0067436317650318,0.5359375
0.193,1.0065853013383936,0.5359375
0.194,1.0064275027399998,0.5359375
0.195,1.006270235190486,0.5359375
0.196,1.0061134979091015,0.5359375
0.197,1.0059572901137324,0.5359375
0.198,1.0058016110209251,0.5359375
0.199,1.0056464598459098,0.5359375
0.2,1.0054918358026232,0.5359375
0.201,1.0053377381037314,0.5359375
0.202,1.0051841659606549,0.5359375
0.203,1.0050311185835894,0.5375
0.20400000000000001,1.0048785951815309,0.5375
0.20500000000000002,1.0047265949622968,0.5375
0.20600000000000002,1.0045751171325512,0.5375
0.20700000000000002,1.0044241608978253,0.5375
0.20800000000000002,1.0042737254625422,0.5375
0.209,1.004123810030039,0.5375
0.21,1.003974413802589,0.5375
0.211,1.0038255359814254,0.5375
0.212,1.003677175766764,0.5375
0.213,1.0035293323578238,0.5375
0.214,1.0033820049528521,0.5375
0.215,1.0032351927491454,0.5375
0.216,1.003088894943072,0.5375
0.217,1.0029431107300941,0.5375
0.218,1.0027978393047907,0.5375
0.219,1.0026530798608795,0.5375
0.22,1.0025088315912378,0.5390625
0.221,1.0023650936879265,0.5390625
0.222,1.0022218653422101,0.5390625
0.223,1.0020791457445792,0.5390625
0.224,1.0019369340847735,0.5390625
0.225,1.0017952295518011,0.540625
0.226,1.0016540313339615,0.5421875
0.227,1.001513338618867,0.5421875
0.228,1.001373150593464,0.5421875
0.229,1.0012334664440536,0.5421875
0.23,1.0010942853563143,0.5421875
0.231,1.000955606515321,0.5421875
0.232,1.0008174291055678,0.5421875
0.233,1.0006797523109885,0.5421875
0.234,1.0005425753149768,0.5421875
0.23500000000000001,1.0004058973004077,0.5421875
0.23600000000000002,1.0002697174496578,0.5421875
0.23700000000000002,1.0001340349446257,0.54375
0.23800000000000002,0.9999988489667526,0.5421875
0.23900000000000002,0.9998641586970433,0.540625
0.24,0.9997299633160843,0.540625
0.241,0.9995962620040671,0.540625
0.242,0.9994630539408048,0.540625
0.243,0.9993303383057551,0.540625
0.244,0.9991981142780378,0.540625
0.245,0.9990663810364555,0.540625
0.246,0.9989351377595135,0.540625
0.247,0.9988043836254377,0.540625
0.248,0.9986741178121962,0.540625
0.249,0.9985443394975171,0.540625
0.25,0.9984150478589076,0.540625
0.251,0.9982862420736737,0.540625
0.252,0.9981579213189388,0.540625
0.253,0.998030084771662,0.540625
0.254,0.9979027316086583,0.540625
0.255,0.9977758610066149,0.540625
0.256,0.9976494721421119,0.540625
0.257,0.9975235641916391,0.5421875
0.258,0.9973981363316149,0.5421875
0.259,0.9972731877384045,0.5421875
0.26,0.997148717588337,0.540625
0.261,0.9970247250577244,0.5421875
0.262,0.996901209322879,0.5421875
0.263,0.9967781695601303,0.5421875
0.264,0.9966556049458436,0.5421875
0.265,0.9965335146564367,0.5421875
0.266,0.9964118978683973,0.5421875
0.267,0.9962907537583003,0.54375
0.268,0.9961700815028245,0.54375
0.269,0.9960498802787694,0.5421875
0.27,0.9959301492630734,0.5421875
0.271,0.9958108876328282,0.5421875
0.272,0.9956920945652972,0.5421875
0.273,0.9955737692379303,0.54375
0.274,0.9954559108283823,0.54375
0.275,0.9953385185145267,0.54375
0.276,0.9952215914744735,0.54375
0.277,0.9951051288865843,0.54375
0.278,0.9949891299294885,0.54375
0.279,0.9948735937820977,0.54375
0.28,0.9947585196236242,0.54375
0.281,0.9946439066335925,0.54375
0.28200000000000003,0.9945297539918577,0.54375
0.28300000000000003,0.9944160608786193,0.54375
0.28400000000000003,0.9943028264744367,0.54375
0.28500000000000003,0.9941900499602433,0.54375
0.28600000000000003,0.9940777305173627,0.54375
0.28700000000000003,0.9939658673275218,0.54375
0.28800000000000003,0.9938544595728669,0.54375
0.289,0.9937435064359761,0.546875
0.29,0.9936330070998765,0.546875
0.291,0.9935229607480551,0.546875
0.292,0.9934133665644758,0.546875
0.293,0.9933042237335904,0.5484375
0.294,0.9931955314403556,0.5484375
0.295,0.9930872888702439,0.5484375
0.296,0.9929794952092585,0.5484375
0.297,0.9928721496439465,0.5484375
0.298,0.9927652513614124,0.5484375
0.299,0.9926587995493307,0.5484375
0.3,0.9925527933959593,0.5484375
0.301,0.9924472320901527,0.5484375
0.302,0.9923421148213745,0.5484375
0.303,0.9922374407797097,0.5484375
0.304,0.9921332091558781,0.5484375
0.305,0.992029419141246,0.5484375
0.306,0.9919260699278386,0.5484375
0.307,0.9918231607083527,0.5484375
0.308,0.9917206906761689,0.5484375
0.309,0.991618659025362,0.5484375
0.31,0.9915170649507147,0.5484375
0.311,0.9914159076477282,0.5484375
0.312,0.9913151863126345,0.5484375
0.313,0.9912149001424069,0.5484375
0.314,0.991115048334772,0.5484375
0.315,0.9910156300882214,0.5484375
0.316,0.9909166446020216,0.5484375
0.317,0.9908180910762259,0.5484375
0.318,0.9907199687116846,0.5484375
0.319,0.9906222767100565,0.5484375
0.32,0.9905250142738193,0.5484375
0.321,0.9904281806062798,0.5484375
0.322,0.9903317749115843,0.55
0.323,0.9902357963947293,0.55
0.324,0.9901402442615705,0.5515625
0.325,0.9900451177188355,0.5515625
0.326,0.9899504159741304,0.5515625
0.327,0.9898561382359519,0.55
0.328,0.9897622837136961,0.55
0.329,0.9896688516176688,0.55
0.33,0.989575841159094,0.55
0.331,0.9894832515501234,0.55
0.332,0.9893910820038467,0.5515625
0.333,0.9892993317343002,0.5515625
0.334,0.9892079999564745,0.5515625
0.335,0.9891170858863255,0.5515625
0.336,0.9890265887407825,0.5515625
0.337,0.988936507737756,0.5515625
0.338,0.9888468420961474,0.5515625
0.339,0.988757591035857,0.5515625
0.34,0.9886687537777922,0.5515625
0.341,0.9885803295438762,0.55
0.342,0.9884923175570565,0.55
0.343,0.9884047170413112,0.55
0.34400000000000003,0.9883175272216598,0.5484375
0.34500000000000003,0.9882307473241673,0.5484375
0.34600000000000003,0.988144376575956,0.5484375
0.34700000000000003,0.9880584142052105,0.5484375
0.34800000000000003,0.9879728594411855,0.5484375
0.34900000000000003,0.9878877115142141,0.55
0.35000000000000003,0.9878029696557145,0.55
0.35100000000000003,0.9877186330981974,0.55
0.352,0.9876347010752733,0.553125
0.353,0.9875511728216593,0.553125
0.354,0.9874680475731854,0.553125
0.355,0.9873853245668031,0.553125
0.356,0.98730300304059,0.553125
0.357,0.9872210822337582,0.553125
0.358,0.9871395613866593,0.553125
0.359,0.9870584397407924,0.553125
0.36,0.9869777165388092,0.553125
0.361,0.9868973910245202,0.553125
0.362,0.9868174624429024,0.553125
0.363,0.9867379300401031,0.553125
0.364,0.9866587930634481,0.553125
0.365,0.9865800507614454,0.553125
0.366,0.9865017023837929,0.5546875
0.367,0.9864237471813828,0.5546875
0.368,0.9863461844063078,0.55625
0.369,0.9862690133118661,0.55625
0.37,0.9861922331525677,0.55625
0.371,0.9861158431841381,0.55625
0.372,0.9860398426635261,0.55625
0.373,0.985964230848906,0.55625
0.374,0.9858890069996848,0.55625
0.375,0.985814170376506,0.55625
0.376,0.985739720241255,0.55625
0.377,0.9856656558570643,0.55625
0.378,0.9855919764883169,0.55625
0.379,0.9855186814006522,0.55625
0.38,0.98544576986097,0.5546875
0.381,0.9853732411374349,0.5546875
0.382,0.9853010944994807,0.5546875
0.383,0.9852293292178155,0.553125
0.384,0.9851579445644241,0.553125
0.385,0.985086939812574,0.553125
0.386,0.9850163142368185,0.553125
0.387,0.9849460671130007,0.553125
0.388,0.9848761977182576,0.553125
0.389,0.9848067053310239,0.553125
0.39,0.9847375892310358,0.553125
0.391,0.9846688486993344,0.553125
0.392,0.9846004830182693,0.5515625
0.393,0.9845324914715026,0.5515625
0.394,0.9844648733440113,0.5515625
0.395,0.9843976279220927,0.5515625
0.396,0.9843307544933646,0.5515625
0.397,0.9842642523467713,0.5515625
0.398,0.9841981207725855,0.5515625
0.399,0.9841323590624113,0.5515625
0.4,0.9840669665091873,0.5515625
0.401,0.9840019424071906,0.5515625
0.402,0.9839372860520375,0.5515625
0.403,0.9838729967406877,0.5515625
0.404,0.9838090737714473,0.5515625
0.405,0.9837455164439713,0.5515625
0.406,0.9836823240592644,0.553125
0.40700000000000003,0.983619495919686,0.553125
0.40800000000000003,0.9835570313289516,0.553125
0.40900000000000003,0.9834949295921345,0.553125
0.41000000000000003,0.9834331900156691,0.553125
0.41100000000000003,0.9833718119073535,0.553125
0.41200000000000003,0.9833107945763496,0.553125
0.41300000000000003,0.9832501373331878,0.553125
0.41400000000000003,0.9831898394897672,0.5546875
0.41500000000000004,0.9831299003593589,0.55625
0.41600000000000004,0.9830703192566064,0.55625
0.417,0.9830110954975291,0.55625
0.418,0.9829522283995231,0.55625
0.419,0.9828937172813632,0.55625
0.42,0.9828355614632045,0.55625
0.421,0.9827777602665847,0.55625
0.422,0.9827203130144241,0.55625
0.423,0.9826632190310292,0.55625
0.424,0.9826064776420924,0.55625
0.425,0.9825500881746944,0.55625
0.426,0.9824940499573047,0.55625
0.427,0.9824383623197841,0.5546875
0.428,0.9823830245933844,0.5546875
0.429,0.9823280361107516,0.5546875
0.43,0.9822733962059245,0.5546875
0.431,0.9822191042143377,0.5546875
0.432,0.9821651594728218,0.5546875
0.433,0.982111561319605,0.5546875
0.434,0.9820583090943131,0.5546875
0.435,0.9820054021379709,0.5546875
0.436,0.9819528397930029,0.55625
0.437,0.9819006214032345,0.55625
0.438,0.9818487463138913,0.55625
0.439,0.9817972138716016,0.55625
0.44,0.9817460234243957,0.55625
0.441,0.9816951743217068,0.55625
0.442,0.9816446659143722,0.55625
0.443,0.9815944975546322,0.55625
0.444,0.9815446685961323,0.55625
0.445,0.9814951783939219,0.55625
0.446,0.9814460263044559,0.55625
0.447,0.9813972116855947,0.55625
0.448,0.9813487338966034,0.5578125
0.449,0.9813005922981539,0.5578125
0.45,0.9812527862523227,0.55625
0.451,0.9812053151225933,0.55625
0.452,0.9811581782738547,0.55625
0.453,0.9811113750724012,0.5546875
0.454,0.9810649048859343,0.5546875
0.455,0.9810187670835606,0.5546875
0.456,0.9809729610357923,0.55625
0.457,0.9809274861145474,0.5546875
0.458,0.9808823416931493,0.5546875
0.459,0.9808375271463261,0.5546875
0.46,0.9807930418502113,0.5546875
0.461,0.9807488851823422,0.5546875
0.462,0.9807050565216612,0.55625
0.463,0.9806615552485131,0.55625
0.464,0.9806183807446466,0.55625
0.465,0.9805755323932134,0.55625
0.466,0.9805330095787674,0.55625
0.467,0.9804908116872639,0.55625
0.468,0.9804489381060593,0.55625
0.46900000000000003,0.9804073882239107,0.55625
0.47000000000000003,0.980366161430975,0.55625
0.47100000000000003,0.9803252571188077,0.55625
0.47200000000000003,0.9802846746803635,0.5578125
0.47300000000000003,0.9802444135099939,0.5578125
0.47400000000000003,0.9802044730034474,0.5578125
0.47500000000000003,0.9801648525578688,0.5578125
0.47600000000000003,0.9801255515717979,0.5578125
0.47700000000000004,0.980086569445168,0.559375
0.47800000000000004,0.9800479055793063,0.559375
0.47900000000000004,0.9800095593769319,0.559375
0.48,0.9799715302421553,0.559375
0.481,0.979933817580477,0.5609375
0.482,0.9798964207987865,0.5609375
0.483,0.9798593393053618,0.5609375
0.484,0.9798225725098675,0.5609375
0.485,0.9797861198233537,0.5609375
0.486,0.9797499806582557,0.5609375
0.487,0.979714154428391,0.5609375
0.488,0.9796786405489601,0.5609375
0.489,0.9796434384365444,0.5609375
0.49,0.9796085475091036,0.5609375
0.491,0.9795739671859767,0.5625
0.492,0.9795396968878787,0.5625
0.493,0.9795057360369004,0.5625
0.494,0.9794720840565063,0.5625
0.495,0.9794387403715336,0.5625
0.496,0.9794057044081901,0.5625
0.497,0.9793729755940539,0.5625
0.498,0.9793405533580699,0.5625
0.499,0.9793084371305509,0.5640625
0.5,0.979276626343173,0.5640625
0.501,0.9792451204289767,0.5640625
0.502,0.9792139188223636,0.5640625
0.503,0.9791830209590957,0.5640625
0.504,0.9791524262762923,0.5640625
0.505,0.9791221342124306,0.5640625
0.506,0.9790921442073415,0.5640625
0.507,0.9790624557022098,0.5640625
0.508,0.9790330681395712,0.5640625
0.509,0.9790039809633114,0.5640625
0.51,0.9789751936186629,0.5640625
0.511,0.9789467055522053,0.5640625
0.512,0.9789185162118613,0.5640625
0.513,0.9788906250468965,0.5640625
0.514,0.9788630315079156,0.5640625
0.515,0.9788357350468629,0.5640625
0.516,0.9788087351170184,0.5640625
0.517,0.9787820311729962,0.5640625
0.518,0.9787556226707437,0.5640625
0.519,0.9787295090675381,0.5640625
0.52,0.978703689821985,0.5640625
0.521,0.9786781643940164,0.5640625
0.522,0.9786529322448889,0.5640625
0.523,0.9786279928371808,0.565625
0.524,0.9786033456347909,0.565625
0.525,0.9785789901029356,0.565625
0.526,0.9785549257081474,0.565625
0.527,0.9785311519182723,0.565625
0.528,0.9785076682024684,0.565625
0.529,0.9784844740312021,0.565625
0.53,0.9784615688762474,0.565625
0.531,0.9784389522106836,0.565625
0.532,0.9784166235088918,0.565625
0.533,0.9783945822465544,0.565625
0.534,0.9783728279006512,0.565625
0.535,0.9783513599494583,0.565625
0.536,0.9783301778725448,0.565625
0.537,0.9783092811507714,0.565625
0.538,0.9782886692662874,0.5640625
0.539,0.9782683417025293,0.5640625
0.54,0.9782482979442166,0.5640625
0.541,0.9782285374773515,0.5640625
0.542,0.9782090597892152,0.5640625
0.543,0.9781898643683657,0.5640625
0.544,0.9781709507046361,0.5640625
0.545,0.978152318289131,0.5640625
0.546,0.9781339666142251,0.5640625
0.547,0.9781158951735598,0.5640625
0.548,0.9780981034620423,0.5640625
0.549,0.9780805909758404,0.5640625
0.55,0.9780633572123829,0.5640625
0.551,0.9780464016703558,0.5625
0.552,0.9780297238496989,0.5625
0.553,0.9780133232516051,0.5625
0.554,0.977997199378516,0.5625
0.555,0.9779813517341214,0.5625
0.556,0.9779657798233551,0.5625
0.557,0.9779504831523921,0.5625
0.558,0.9779354612286477,0.5625
0.559,0.9779207135607735,0.5625
0.56,0.977906239658655,0.5625
0.561,0.97789203903341,0.5625
0.562,0.977878111197384,0.5625
0.5630000000000001,0.9778644556641496,0.5625
0.5640000000000001,0.9778510719485027,0.5625
0.5650000000000001,0.9778379595664596,0.5625
0.5660000000000001,0.9778251180352555,0.5625
0.5670000000000001,0.9778125468733412,0.5625
0.5680000000000001,0.9778002456003794,0.5625
0.5690000000000001,0.977788213737244,0.5625
0.5700000000000001,0.977776450806016,0.5625
0.5710000000000001,0.9777649563299808,0.5625
0.5720000000000001,0.9777537298336263,0.5625
0.5730000000000001,0.9777427708426394,0.5625
0.5740000000000001,0.9777320788839035,0.5625
0.5750000000000001,0.9777216534854958,0.5625
0.5760000000000001,0.9777114941766847,0.5625
0.577,0.977701600487927,0.5625
0.578,0.9776919719508645,0.5625
0.579,0.9776826080983223,0.5625
0.58,0.977673508464305,0.5625
0.581,0.9776646725839949,0.5625
0.582,0.977656099993748,0.5625
0.583,0.977647790231092,0.5625
0.584,0.9776397428347245,0.5625
0.585,0.9776319573445068,0.5625
0.586,0.9776244333014656,0.5625
0.587,0.9776171702477867,0.5625
0.588,0.9776101677268138,0.5625
0.589,0.9776034252830446,0.5625
0.59,0.9775969424621298,0.5625
0.591,0.9775907188108672,0.5625
0.592,0.9775847538772032,0.5625
0.593,0.9775790472102251,0.5625
0.594,0.9775735983601619,0.5625
0.595,0.97756840687838,0.5625
0.596,0.9775634723173798,0.5625
0.597,0.9775587942307947,0.5625
0.598,0.9775543721733856,0.5640625
0.599,0.9775502057010405,0.5640625
0.6,0.97754629437077,0.5640625
0.601,0.977542637740705,0.5640625
0.602,0.9775392353700945,0.5640625
0.603,0.9775360868193008,0.5640625
0.604,0.977533191649799,0.5640625
0.605,0.9775305494241717,0.5640625
0.606,0.9775281597061081,0.5640625
0.607,0.9775260220604002,0.5640625
0.608,0.9775241360529396,0.5640625
0.609,0.9775225012507155,0.5640625
0.61,0.977521117221811,0.5640625
0.611,0.9775199835354001,0.5640625
0.612,0.9775190997617458,0.565625
0.613,0.9775184654721961,0.565625
0.614,0.9775180802391817,0.565625
0.615,0.9775179436362127,0.565625
0.616,0.9775180552378758,0.565625
0.617,0.9775184146198319,0.565625
0.618,0.9775190213588122,0.565625
0.619,0.9775198750326158,0.565625
0.62,0.9775209752201075,0.565625
0.621,0.977522321501213,0.565625
0.622,0.9775239134569184,0.5625
0.623,0.9775257506692647,0.5625
0.624,0.977527832721347,0.5625
0.625,0.9775301591973108,0.5625
0.626,0.9775327296823482,0.5625
0.627,0.9775355437626967,0.5625
0.628,0.977538601025635,0.5625
0.629,0.9775419010594802,0.5625
0.63,0.9775454434535853,0.5625
0.631,0.9775492277983361,0.5625
0.632,0.9775532536851482,0.559375
0.633,0.9775575207064644,0.559375
0.634,0.9775620284557511,0.559375
0.635,0.977566776527496,0.5609375
0.636,0.9775717645172047,0.5609375
0.637,0.9775769920213981,0.5609375
0.638,0.9775824586376103,0.5609375
0.639,0.9775881639643835,0.5609375
0.64,0.977594107601267,0.5609375
0.641,0.9776002891488134,0.5609375
0.642,0.9776067082085766,0.5609375
0.643,0.9776133643831081,0.5609375
0.644,0.9776202572759531,0.5609375
0.645,0.97762738649165,0.5609375
0.646,0.977634751635726,0.5609375
0.647,0.9776423523146944,0.5609375
0.648,0.977650188136051,0.5609375
0.649,0.9776582587082728,0.5625
0.65,0.9776665636408142,0.5625
0.651,0.9776751025441035,0.5625
0.652,0.9776838750295413,0.5625
0.653,0.9776928807094964,0.5625
0.654,0.977702119197304,0.5625
0.655,0.9777115901072619,0.5625
0.656,0.9777212930546287,0.5625
0.657,0.9777312276556188,0.5625
0.658,0.977741393527403,0.5625
0.659,0.9777517902881014,0.5625
0.66,0.9777624175567846,0.5625
0.661,0.9777732749534682,0.5625
0.662,0.9777843620991102,0.5625
0.663,0.97779567861561,0.5625
0.664,0.977807224125803,0.5625
0.665,0.9778189982534595,0.5625
0.666,0.9778310006232813,0.5625
0.667,0.9778432308608987,0.5625
0.668,0.9778556885928685,0.5625
0.669,0.9778683734466693,0.5640625
0.67,0.9778812850507016,0.5640625
0.671,0.9778944230342816,0.5640625
0.672,0.977907787027641,0.5640625
0.673,0.9779213766619232,0.5640625
0.674,0.9779351915691805,0.5640625
0.675,0.9779492313823713,0.5640625
0.676,0.9779634957353576,0.5640625
0.677,0.9779779842629012,0.5640625
0.678,0.9779926966006626,0.5640625
0.679,0.9780076323851968,0.5640625
0.68,0.9780227912539514,0.5640625
0.681,0.978038172845263,0.5640625
0.682,0.9780537767983549,0.5640625
0.683,0.9780696027533349,0.5640625
0.684,0.9780856503511913,0.5640625
0.685,0.9781019192337913,0.5640625
0.686,0.9781184090438775,0.5640625
0.687,0.9781351194250654,0.5640625
0.6880000000000001,0.9781520500218409,0.5640625
0.6890000000000001,0.9781692004795577,0.5640625
0.6900000000000001,0.9781865704444332,0.565625
0.6910000000000001,0.978204159563548,0.5640625
0.6920000000000001,0.9782219674848414,0.5640625
0.6930000000000001,0.9782399938571092,0.5640625
0.6940000000000001,0.9782582383300017,0.5640625
0.6950000000000001,0.97827670055402,0.5640625
0.6960000000000001,0.9782953801805144,0.5640625
0.6970000000000001,0.9783142768616798,0.5640625
0.6980000000000001,0.9783333902505553,0.5640625
0.6990000000000001,0.9783527200010209,0.5640625
0.7000000000000001,0.9783722657677931,0.5640625
0.7010000000000001,0.978392027206425,0.5640625
0.7020000000000001,0.9784120039733013,0.5640625
0.7030000000000001,0.9784321957256372,0.5625
0.704,0.9784526021214756,0.5625
0.705,0.9784732228196825,0.5625
0.706,0.9784940574799478,0.5640625
0.707,0.9785151057627797,0.5640625
0.708,0.9785363673295036,0.5640625
0.709,0.9785578418422596,0.565625
0.71,0.9785795289639981,0.565625
0.711,0.9786014283584803,0.565625
0.712,0.9786235396902727,0.565625
0.713,0.9786458626247463,0.565625
0.714,0.9786683968280725,0.565625
0.715,0.9786911419672233,0.565625
0.716,0.978714097709965,0.565625
0.717,0.9787372637248588,0.565625
0.718,0.9787606396812565,0.565625
0.719,0.9787842252492993,0.5640625
0.72,0.9788080200999136,0.5640625
0.721,0.9788320239048101,0.5640625
0.722,0.97885623633648,0.5640625
0.723,0.9788806570681938,0.5640625
0.724,0.9789052857739975,0.5640625
0.725,0.9789301221287111,0.5640625
0.726,0.9789551658079259,0.5640625
0.727,0.9789804164880012,0.5640625
0.728,0.9790058738460632,0.5625
0.729,0.9790315375600016,0.5625
0.73,0.9790574073084677,0.5625
0.731,0.9790834827708716,0.5625
0.732,0.9791097636273797,0.5625
0.733,0.9791362495589123,0.5625
0.734,0.9791629402471418,0.5625
0.735,0.97918983537449,0.5625
0.736,0.9792169346241248,0.5640625
0.737,0.9792442376799588,0.5640625
