step,train_loss,pre_clip_gradient_norm,clipped,learning_rate
0,0.9010502099990845,0.6816308498382568,0,1e-07
1,0.8942735195159912,0.6334199905395508,0,2e-07
2,0.9227897524833679,0.582283616065979,0,3e-07
3,0.8497501611709595,0.7212494015693665,0,4e-07
4,0.8678483963012695,0.6354274749755859,0,5e-07
5,0.8753584027290344,0.5954978466033936,0,6e-07
6,0.8911986351013184,0.6283110976219177,0,7e-07
7,0.8433823585510254,0.6808264851570129,0,8e-07
8,0.9048432111740112,0.5768468976020813,0,9e-07
9,0.8880285024642944,0.6509348750114441,0,1e-06
10,0.7926384210586548,0.5630207061767578,0,1e-06
11,0.8650383949279785,0.6261630654335022,0,1e-06
12,0.8584099411964417,0.642808198928833,0,1e-06
13,0.8911944031715393,0.6338809132575989,0,1e-06
14,0.8892414569854736,0.6677932739257812,0,1e-06
15,0.8837257027626038,0.6376367807388306,0,1e-06
16,0.8471458554267883,0.7425743937492371,0,1e-06
17,0.8936378955841064,0.6773139238357544,0,1e-06
18,0.8779314756393433,0.6284312009811401,0,1e-06
19,0.9418478012084961,0.7218669056892395,0,1e-06
20,0.8778980374336243,0.5892056822776794,0,1e-06
21,0.9004397392272949,0.5387938618659973,0,1e-06
22,0.8611683249473572,0.635878324508667,0,1e-06
23,0.8895258903503418,0.7012302279472351,0,1e-06
24,0.852392315864563,0.6641436219215393,0,1e-06
25,0.8378779888153076,0.6643026471138,0,1e-06
26,0.9351567029953003,0.633216917514801,0,1e-06
27,0.8965598344802856,0.6312568783760071,0,1e-06
28,0.8811488151550293,0.667024552822113,0,1e-06
29,0.8588832020759583,0.6483582258224487,0,1e-06
30,0.8853210806846619,0.589228630065918,0,1e-06
31,0.8738405704498291,0.6630140542984009,0,1e-06
32,0.8967562913894653,0.656662106513977,0,1e-06
33,0.9101943969726562,0.6619970798492432,0,1e-06
34,0.8161307573318481,0.7092066407203674,0,1e-06
35,0.8347954154014587,0.6318186521530151,0,1e-06
36,0.8318133354187012,0.6187169551849365,0,1e-06
37,0.9034948348999023,0.6575514674186707,0,1e-06
38,0.8578495979309082,0.6963889002799988,0,1e-06
39,0.866722583770752,0.6524675488471985,0,1e-06
40,0.8876275420188904,0.6034474968910217,0,1e-06
41,0.9293308258056641,0.5503672361373901,0,1e-06
42,0.8836397528648376,0.6109004616737366,0,1e-06
43,0.8073980212211609,0.6292034387588501,0,1e-06
44,0.9482308626174927,0.5890231728553772,0,1e-06
45,0.916068434715271,0.6719847321510315,0,1e-06
46,0.909315824508667,0.6856716275215149,0,1e-06
47,0.9439219236373901,0.698366105556488,0,1e-06
48,0.8519131541252136,0.6460391283035278,0,1e-06
49,0.8741717338562012,0.7150771021842957,0,1e-06
50,0.8517584204673767,0.7273898720741272,0,1e-06
51,0.923708438873291,0.5968495607376099,0,1e-06
52,0.9003638029098511,0.7134111523628235,0,1e-06
53,0.9268273115158081,0.6157891154289246,0,1e-06
54,0.8848541975021362,0.7395861148834229,0,1e-06
55,0.8067389726638794,0.6524267196655273,0,1e-06
56,0.955040693283081,0.6068198084831238,0,1e-06
57,0.9075871109962463,0.891566812992096,0,1e-06
58,0.7476938962936401,0.5833995342254639,0,1e-06
59,0.923689603805542,0.5956580638885498,0,1e-06
60,0.9187358617782593,0.6464122533798218,0,1e-06
61,0.8673726320266724,0.6607562899589539,0,1e-06
62,0.8603498339653015,0.5675508975982666,0,1e-06
63,0.931929349899292,0.6718662977218628,0,1e-06
64,0.9200111627578735,0.6544215083122253,0,1e-06
65,0.8892295360565186,0.6369020938873291,0,1e-06
66,0.8672892451286316,0.5873692035675049,0,1e-06
67,0.8455709218978882,0.6547579169273376,0,1e-06
68,0.9192105531692505,0.637245237827301,0,1e-06
69,0.8336975574493408,0.68091881275177,0,1e-06
70,0.8451277613639832,0.626980721950531,0,1e-06
71,0.8218363523483276,0.6091312766075134,0,1e-06
72,0.8357807397842407,0.6300069093704224,0,1e-06
73,0.8896995782852173,0.5179014801979065,0,1e-06
74,0.9098600149154663,0.5925871729850769,0,1e-06
75,0.8563241362571716,0.7160797715187073,0,1e-06
76,0.9071855545043945,0.6189002990722656,0,1e-06
77,0.8769195079803467,0.6798826456069946,0,1e-06
78,0.8644271492958069,0.6553621888160706,0,1e-06
79,0.8662139177322388,0.6168599724769592,0,1e-06
80,0.8960301876068115,0.5497550964355469,0,1e-06
81,0.8526560664176941,0.6550548076629639,0,1e-06
82,0.8188591599464417,0.6921068429946899,0,1e-06
83,0.8518136739730835,0.633919894695282,0,1e-06
84,0.8739534616470337,0.65104740858078,0,1e-06
85,0.9378253221511841,0.6092840433120728,0,1e-06
86,0.877945065498352,0.796834409236908,0,1e-06
87,0.8753700852394104,0.7178144454956055,0,1e-06
88,0.8141599893569946,0.6258791089057922,0,1e-06
89,0.848392903804779,0.630272626876831,0,1e-06
90,0.9089860320091248,0.6163955330848694,0,1e-06
91,0.823516845703125,0.6193872690200806,0,1e-06
92,0.8715813755989075,0.6434345245361328,0,1e-06
93,0.9060295820236206,0.7223280072212219,0,1e-06
94,0.8881940841674805,0.7046692967414856,0,1e-06
95,0.8905817270278931,0.6147478818893433,0,1e-06
96,0.8472911715507507,0.6263688802719116,0,1e-06
97,0.7902669310569763,0.6255418658256531,0,1e-06
98,0.9001023769378662,0.7416711449623108,0,1e-06
99,0.880078136920929,0.5176432728767395,0,1e-06
100,0.9248870611190796,0.597552478313446,0,1e-06
101,0.8513816595077515,0.6455785036087036,0,1e-06
102,0.8877140283584595,0.6574568748474121,0,1e-06
103,0.8748927116394043,0.6711046695709229,0,1e-06
104,0.8926646709442139,0.6854446530342102,0,1e-06
105,0.8734709024429321,0.6212342381477356,0,1e-06
106,0.9140629768371582,0.6336732506752014,0,1e-06
107,0.893379807472229,0.5524740219116211,0,1e-06
108,0.8504509329795837,0.6472446918487549,0,1e-06
109,0.9331984519958496,0.6876781582832336,0,1e-06
110,0.8806752562522888,0.6499050259590149,0,1e-06
111,0.8775363564491272,0.6805204153060913,0,1e-06
112,0.8944928050041199,0.6180210709571838,0,1e-06
113,0.9289458990097046,0.6264052391052246,0,1e-06
114,0.8803112506866455,0.6783044338226318,0,1e-06
115,0.8766436576843262,0.7098817825317383,0,1e-06
116,0.8113360404968262,0.6399900913238525,0,1e-06
