step,train_loss,pre_clip_gradient_norm,clipped,learning_rate
0,0.9983962178230286,0.7501527070999146,0,0.0
1,1.0577797889709473,0.744767427444458,0,1.0000000000000001e-07
2,1.0918506383895874,0.6864009499549866,0,2.0000000000000002e-07
3,1.025489330291748,0.8707923889160156,0,3.0000000000000004e-07
4,0.9989938139915466,0.7290883660316467,0,4.0000000000000003e-07
5,1.0441261529922485,0.7070664167404175,0,5.000000000000001e-07
6,1.0405582189559937,0.729603111743927,0,6.000000000000001e-07
7,1.0563924312591553,0.8494807481765747,0,7.000000000000001e-07
8,1.0655592679977417,0.6747778058052063,0,8.000000000000001e-07
9,1.0398682355880737,0.7547628879547119,0,9.000000000000001e-07
10,0.9821078181266785,0.6962623000144958,0,1.0000000000000002e-06
11,1.023123860359192,0.7381618618965149,0,1.1e-06
12,0.9910491108894348,0.7366008162498474,0,1.2000000000000002e-06
13,1.0543664693832397,0.7476599812507629,0,1.3e-06
14,1.0235238075256348,0.7652053236961365,0,1.4000000000000001e-06
15,1.029913067817688,0.7410627603530884,0,1.5e-06
16,0.970412015914917,0.8419578075408936,0,1.6000000000000001e-06
17,0.9727253913879395,0.7341482043266296,0,1.7000000000000002e-06
18,1.0656160116195679,0.7607766389846802,0,1.8000000000000001e-06
19,1.0887595415115356,0.8340231776237488,0,1.9000000000000002e-06
20,1.0641467571258545,0.712810754776001,0,2.0000000000000003e-06
21,1.0608932971954346,0.6327086687088013,0,2.1000000000000002e-06
22,1.0533970594406128,0.774604082107544,0,2.2e-06
23,1.0103157758712769,0.7942185401916504,0,2.3000000000000004e-06
24,0.9919182658195496,0.7748979330062866,0,2.4000000000000003e-06
25,0.9630968570709229,0.7617692351341248,0,2.5e-06
26,1.061254620552063,0.7199103236198425,0,2.6e-06
27,1.0389972925186157,0.7288796305656433,0,2.7000000000000004e-06
28,1.0271515846252441,0.7785554528236389,0,2.8000000000000003e-06
29,0.9767994284629822,0.7329365611076355,0,2.9e-06
30,1.0218071937561035,0.6803127527236938,0,3e-06
31,1.0320481061935425,0.7858991622924805,0,3.1000000000000004e-06
32,1.0120110511779785,0.739353597164154,0,3.2000000000000003e-06
33,1.0687837600708008,0.7744404077529907,0,3.3000000000000006e-06
34,1.0072263479232788,0.8845071792602539,0,3.4000000000000005e-06
35,0.997361958026886,0.7611240744590759,0,3.5e-06
36,0.9681102633476257,0.7208203077316284,0,3.6000000000000003e-06
37,1.0425986051559448,0.7618250250816345,0,3.7e-06
38,1.0169103145599365,0.8217387795448303,0,3.8000000000000005e-06
39,1.005480408668518,0.7622804045677185,0,3.900000000000001e-06
40,1.087151288986206,0.7458407282829285,0,4.000000000000001e-06
41,1.0684821605682373,0.6378858685493469,0,4.1e-06
42,1.0007843971252441,0.690808117389679,0,4.2000000000000004e-06
43,0.9562830328941345,0.7300126552581787,0,4.3e-06
44,1.090137004852295,0.6874553561210632,0,4.4e-06
45,1.0771725177764893,0.7952560782432556,0,4.5e-06
46,1.035764217376709,0.7720678448677063,0,4.600000000000001e-06
47,1.0601915121078491,0.7917171716690063,0,4.7e-06
48,1.024542212486267,0.7878605723381042,0,4.800000000000001e-06
49,1.0119529962539673,0.819747805595398,0,4.9000000000000005e-06
50,1.0087295770645142,0.8775126934051514,0,5e-06
51,1.0630539655685425,0.6918321847915649,0,5.1e-06
52,1.0113838911056519,0.7963095307350159,0,5.2e-06
53,1.0405477285385132,0.690850019454956,0,5.300000000000001e-06
54,1.045777440071106,0.8963019847869873,0,5.400000000000001e-06
55,0.936414361000061,0.7504178881645203,0,5.500000000000001e-06
56,1.0822043418884277,0.6918420791625977,0,5.600000000000001e-06
57,1.0370800495147705,0.8377183079719543,0,5.7e-06
58,0.9224719405174255,0.7243959903717041,0,5.8e-06
59,1.0231724977493286,0.6649050712585449,0,5.9e-06
60,1.0543217658996582,0.7326673865318298,0,6e-06
61,1.0046770572662354,0.7634986042976379,0,6.1e-06
62,1.0273919105529785,0.6958528757095337,0,6.200000000000001e-06
63,1.1183292865753174,0.8022757172584534,0,6.300000000000001e-06
64,1.0667366981506348,0.7734243869781494,0,6.4000000000000006e-06
65,1.0403661727905273,0.7520156502723694,0,6.5000000000000004e-06
66,1.004424810409546,0.685409426689148,0,6.600000000000001e-06
67,0.9631182551383972,0.7392531633377075,0,6.700000000000001e-06
68,1.050177812576294,0.7266961336135864,0,6.800000000000001e-06
69,1.0014151334762573,0.810195803642273,0,6.9e-06
70,0.9857176542282104,0.7239547371864319,0,7e-06
71,1.0148494243621826,0.7554488182067871,0,7.100000000000001e-06
72,1.023781657218933,0.7649099230766296,0,7.2000000000000005e-06
73,1.0330586433410645,0.6031726598739624,0,7.3e-06
74,1.0312755107879639,0.662660539150238,0,7.4e-06
75,0.9859396815299988,0.8295074105262756,0,7.500000000000001e-06
76,1.0283154249191284,0.7101356983184814,0,7.600000000000001e-06
77,1.023616909980774,0.7870733141899109,0,7.7e-06
78,1.0278236865997314,0.7813342809677124,0,7.800000000000002e-06
79,1.0549497604370117,0.7596473097801208,0,7.9e-06
80,1.0428775548934937,0.6506385207176208,0,8.000000000000001e-06
81,1.0253053903579712,0.7917391657829285,0,8.1e-06
82,0.9357488751411438,0.7830570936203003,0,8.2e-06
83,0.9869195818901062,0.7291048169136047,0,8.3e-06
84,0.9793025851249695,0.7163899540901184,0,8.400000000000001e-06
85,1.1018904447555542,0.7176687717437744,0,8.5e-06
86,1.0219980478286743,0.9677804112434387,0,8.6e-06
87,1.022904396057129,0.835013210773468,0,8.700000000000001e-06
88,0.9649765491485596,0.7393751740455627,0,8.8e-06
89,1.015397071838379,0.7630100846290588,0,8.900000000000001e-06
90,1.0258666276931763,0.6896137595176697,0,9e-06
91,0.9819031357765198,0.7486161589622498,0,9.100000000000001e-06
92,1.0288691520690918,0.797125518321991,0,9.200000000000002e-06
93,1.0326234102249146,0.8441666960716248,0,9.3e-06
94,1.0571857690811157,0.9182592630386353,0,9.4e-06
95,1.0453487634658813,0.7492407560348511,0,9.5e-06
96,0.9923616051673889,0.74562007188797,0,9.600000000000001e-06
97,1.001255989074707,0.7937183976173401,0,9.7e-06
98,1.0764957666397095,0.9377055764198303,0,9.800000000000001e-06
99,1.0522397756576538,0.6533606648445129,0,9.9e-06
100,1.056437373161316,0.6940017342567444,0,1e-05
101,1.0187784433364868,0.7891508936882019,0,1e-05
102,1.0226831436157227,0.7816822528839111,0,1e-05
103,0.9983027577400208,0.7952008843421936,0,1e-05
104,1.0284653902053833,0.7792214751243591,0,1e-05
105,1.0293370485305786,0.7293094992637634,0,1e-05
106,1.0566035509109497,0.7430075407028198,0,1e-05
107,1.0403794050216675,0.6577965617179871,0,1e-05
108,0.9961649179458618,0.7630434036254883,0,1e-05
109,1.044432520866394,0.7784289121627808,0,1e-05
110,1.0142704248428345,0.7464838027954102,0,1e-05
111,1.0292224884033203,0.7944566011428833,0,1e-05
112,1.0640308856964111,0.7346300482749939,0,1e-05
113,1.0701842308044434,0.7274162769317627,0,1e-05
114,1.000442624092102,0.7774819731712341,0,1e-05
115,1.0359505414962769,0.855521559715271,0,1e-05
116,0.9658599495887756,0.7601388096809387,0,1e-05
117,1.019017219543457,0.8643123507499695,0,1e-05
118,1.0734800100326538,0.9289370179176331,0,1e-05
119,1.0554536581039429,0.8430033922195435,0,1e-05
120,1.0537594556808472,0.762344479560852,0,1e-05
121,0.9389632940292358,0.8276084065437317,0,1e-05
122,0.9838930368423462,0.8545956015586853,0,1e-05
123,1.0427032709121704,0.7322315573692322,0,1e-05
124,1.0490447282791138,0.7687257528305054,0,1e-05
125,1.0701440572738647,0.7539622783660889,0,1e-05
126,1.0581458806991577,0.723900318145752,0,1e-05
127,1.0016767978668213,0.7630853652954102,0,1e-05
128,0.9748424291610718,0.7848764061927795,0,1e-05
129,1.0138405561447144,0.7929130792617798,0,1e-05
130,1.037225365638733,0.776302695274353,0,1e-05
131,1.016932725906372,0.7237288355827332,0,1e-05
132,0.9830713272094727,0.7874917387962341,0,1e-05
133,1.0159071683883667,0.7356991171836853,0,1e-05
134,1.0514968633651733,0.7873588800430298,0,1e-05
135,0.9903833866119385,0.820079505443573,0,1e-05
136,1.0742369890213013,0.7444823980331421,0,1e-05
137,1.038406252861023,0.710821270942688,0,1e-05
138,1.0127040147781372,0.8404260873794556,0,1e-05
139,1.0307185649871826,0.8275004029273987,0,1e-05
140,1.091610312461853,0.7021031975746155,0,1e-05
141,0.9691853523254395,0.7296421527862549,0,1e-05
142,1.0472584962844849,0.8212162852287292,0,1e-05
143,0.9329816102981567,0.8052526116371155,0,1e-05
144,1.0437633991241455,0.7686631083488464,0,1e-05
145,1.0628122091293335,0.6674233675003052,0,1e-05
146,1.031200885772705,0.7612000703811646,0,1e-05
147,1.011948823928833,0.7615430355072021,0,1e-05
148,0.9704574346542358,0.7400467991828918,0,1e-05
149,1.0231540203094482,0.7758862376213074,0,1e-05
150,1.0150433778762817,0.7854099273681641,0,1e-05
151,1.0338923931121826,0.771756649017334,0,1e-05
152,1.021168828010559,0.8210791349411011,0,1e-05
153,1.0443168878555298,0.7413915395736694,0,1e-05
154,1.0044265985488892,0.7548730969429016,0,1e-05
155,1.0362205505371094,0.6869247555732727,0,1e-05
156,1.0216882228851318,0.7427758574485779,0,1e-05
157,1.005019187927246,0.6962223052978516,0,1e-05
158,1.051178216934204,0.7905690670013428,0,1e-05
159,1.0552608966827393,0.9238728284835815,0,1e-05
160,1.069674015045166,0.703274667263031,0,1e-05
161,1.0209883451461792,0.676375150680542,0,1e-05
162,1.0546190738677979,0.7570861577987671,0,1e-05
163,1.0290017127990723,0.7745869755744934,0,1e-05
164,1.054885745048523,0.7094640731811523,0,1e-05
165,1.060664415359497,0.7549881339073181,0,1e-05
166,1.039759874343872,0.689579963684082,0,1e-05
167,1.0675779581069946,0.6595426797866821,0,1e-05
168,1.0205044746398926,0.822679877281189,0,1e-05
169,1.0463529825210571,0.774238646030426,0,1e-05
170,1.0688705444335938,0.8295496106147766,0,1e-05
171,1.0167163610458374,0.6902754902839661,0,1e-05
172,0.9915876388549805,0.7946931719779968,0,1e-05
173,1.029314398765564,0.7836475968360901,0,1e-05
174,0.9429417252540588,0.7936811447143555,0,1e-05
175,1.0223010778427124,0.767210841178894,0,1e-05
176,1.0378985404968262,0.7317783236503601,0,1e-05
177,1.0536819696426392,0.7594094276428223,0,1e-05
178,1.014108657836914,0.7933464646339417,0,1e-05
179,1.0456485748291016,0.8229567408561707,0,1e-05
180,1.0396565198898315,0.7519082427024841,0,1e-05
181,1.0935609340667725,0.7248357534408569,0,1e-05
182,1.048022985458374,0.7181785106658936,0,1e-05
183,1.0203931331634521,0.72712641954422,0,1e-05
184,1.0520079135894775,0.7437769174575806,0,1e-05
185,1.1378982067108154,0.7667868733406067,0,1e-05
186,1.0604181289672852,0.7836331129074097,0,1e-05
187,0.9781447649002075,0.9276244044303894,0,1e-05
188,1.0349172353744507,0.7770078778266907,0,1e-05
189,0.9895303249359131,0.7421767115592957,0,1e-05
190,1.0553874969482422,0.737713634967804,0,1e-05
191,1.047313928604126,0.8428152799606323,0,1e-05
192,1.0412112474441528,0.7279531955718994,0,1e-05
193,1.0044734477996826,0.7552748322486877,0,1e-05
194,1.054057240486145,0.7294982671737671,0,1e-05
195,1.012276291847229,0.7496930956840515,0,1e-05
196,1.0138295888900757,0.7026472091674805,0,1e-05
197,1.0479832887649536,0.7760437726974487,0,1e-05
198,1.0257790088653564,0.7363959550857544,0,1e-05
199,0.9999479055404663,0.8707729578018188,0,1e-05
200,1.0051367282867432,0.7430151104927063,0,1e-05
201,1.0693098306655884,0.6787434816360474,0,1e-05
202,1.0706135034561157,0.7109609842300415,0,1e-05
203,1.0523619651794434,0.6641464233398438,0,1e-05
204,1.0246833562850952,0.7836066484451294,0,1e-05
205,1.0449787378311157,0.8248369097709656,0,1e-05
206,1.0199944972991943,0.6829103231430054,0,1e-05
207,0.9835506081581116,0.7945806980133057,0,1e-05
208,1.03433358669281,0.79837566614151,0,1e-05
209,1.0705444812774658,0.7842519879341125,0,1e-05
210,1.033862829208374,0.7971096038818359,0,1e-05
211,0.9734135270118713,0.7819302082061768,0,1e-05
212,0.9812827110290527,0.7573866844177246,0,1e-05
213,1.001297116279602,0.7372996211051941,0,1e-05
214,1.0202229022979736,0.729118287563324,0,1e-05
215,0.9892521500587463,0.7532087564468384,0,1e-05
216,0.9851557016372681,0.7922173142433167,0,1e-05
217,0.9622485041618347,0.7820781469345093,0,1e-05
218,1.0647753477096558,0.7400025129318237,0,1e-05
219,1.042163610458374,0.7629570364952087,0,1e-05
220,1.0773694515228271,0.7479013800621033,0,1e-05
221,0.9996016025543213,0.8061001300811768,0,1e-05
222,1.050829529762268,0.729203462600708,0,1e-05
223,1.0005743503570557,0.6887729167938232,0,1e-05
224,1.0037174224853516,0.7435126900672913,0,1e-05
225,1.0699385404586792,0.7692331671714783,0,1e-05
226,1.0142990350723267,0.7951047420501709,0,1e-05
227,1.0110114812850952,0.7383475303649902,0,1e-05
228,1.0630557537078857,0.6272313594818115,0,1e-05
229,1.0706419944763184,0.678071141242981,0,1e-05
230,1.0335607528686523,0.9131154417991638,0,1e-05
231,0.9898555278778076,0.8111423850059509,0,1e-05
232,1.0777796506881714,0.7430702447891235,0,1e-05
233,1.0012438297271729,0.7612048387527466,0,1e-05
234,0.9882102608680725,0.7540789842605591,0,1e-05
235,1.0719428062438965,0.7308771014213562,0,1e-05
236,1.0359359979629517,0.7196364402770996,0,1e-05
237,1.0141699314117432,0.7719090580940247,0,1e-05
238,1.0815088748931885,1.1054145097732544,1,1e-05
239,1.0381780862808228,0.8170965313911438,0,1e-05
240,1.082214117050171,0.6240887641906738,0,1e-05
241,0.9827189445495605,0.813054084777832,0,1e-05
242,1.0039341449737549,0.7665243744850159,0,1e-05
243,0.9883268475532532,0.8003607988357544,0,1e-05
244,1.0102221965789795,0.8317093253135681,0,1e-05
245,1.0383085012435913,0.8200311660766602,0,1e-05
246,1.0910449028015137,0.7257210612297058,0,1e-05
247,1.0854333639144897,0.7164279818534851,0,1e-05
248,1.0671392679214478,0.8011268973350525,0,1e-05
249,1.0737559795379639,0.8108219504356384,0,1e-05
250,0.9567354321479797,0.8971163034439087,0,1e-05
251,1.0171700716018677,0.8460536599159241,0,1e-05
252,1.0508029460906982,0.7605440020561218,0,1e-05
253,0.9575209617614746,0.6970819234848022,0,1e-05
254,1.061197280883789,0.782486617565155,0,1e-05
255,1.0282694101333618,0.7968200445175171,0,1e-05
256,0.9685050249099731,0.792824387550354,0,1e-05
257,1.003848910331726,0.749594509601593,0,1e-05
258,0.9969866871833801,0.9053438305854797,0,1e-05
259,1.014521598815918,0.8513084053993225,0,1e-05
260,1.015982747077942,0.7799708843231201,0,1e-05
261,0.9622403979301453,0.8782249689102173,0,1e-05
262,0.984813928604126,0.804088830947876,0,1e-05
263,0.924656331539154,0.8095124363899231,0,1e-05
264,1.0244109630584717,0.7981550097465515,0,1e-05
265,1.027838945388794,1.3721976280212402,1,1e-05
266,1.0248721837997437,0.8053843379020691,0,1e-05
267,1.0240061283111572,0.6658943891525269,0,1e-05
268,1.0842111110687256,0.6913759708404541,0,1e-05
269,1.032620906829834,0.7464463114738464,0,1e-05
270,0.9809066653251648,0.7621486783027649,0,1e-05
271,1.0574538707733154,0.8026246428489685,0,1e-05
272,1.0552120208740234,0.8356976509094238,0,1e-05
273,1.025994062423706,0.6904172897338867,0,1e-05
274,1.0466104745864868,0.7371202707290649,0,1e-05
275,1.0327523946762085,0.7572036385536194,0,1e-05
276,0.9763020873069763,0.7227562069892883,0,1e-05
277,1.017831563949585,0.7978320121765137,0,1e-05
278,1.0068740844726562,0.7387337684631348,0,1e-05
279,1.0277425050735474,0.846171498298645,0,1e-05
280,1.0833817720413208,0.8182063102722168,0,1e-05
281,1.0241425037384033,0.790529191493988,0,1e-05
282,1.0114119052886963,0.7302340269088745,0,1e-05
283,1.0850001573562622,0.7388076782226562,0,1e-05
284,0.9505179524421692,0.7154124975204468,0,1e-05
285,1.0571069717407227,0.6947405338287354,0,1e-05
286,0.9849927425384521,0.8679445385932922,0,1e-05
287,1.0373739004135132,0.659692108631134,0,1e-05
288,1.066771149635315,0.7604901194572449,0,1e-05
289,1.0198934078216553,0.7436469793319702,0,1e-05
290,1.0516799688339233,0.7221705913543701,0,1e-05
291,0.9808796644210815,0.858511209487915,0,1e-05
292,1.0156936645507812,0.7150867581367493,0,1e-05
293,1.0608406066894531,0.7932823300361633,0,1e-05
294,1.017120599746704,0.7876920104026794,0,1e-05
295,1.0030347108840942,0.8202871680259705,0,1e-05
296,1.061299443244934,0.8430993556976318,0,1e-05
297,1.0187309980392456,0.7582448124885559,0,1e-05
298,0.9371700286865234,0.7872183918952942,0,1e-05
299,0.9827255010604858,0.6972531676292419,0,1e-05
300,1.035773754119873,0.7576424479484558,0,1e-05
301,1.039779543876648,0.8316496014595032,0,1e-05
