instance_start_utc,recorded_before_autodown_utc,elapsed_hours,listed_price_per_hour_usd,prior_estimated_list_cost_usd,current_estimated_list_cost_usd,estimated_list_cost_usd,budget_cap_usd
2026-08-21T17:00:46+00:00,2026-08-21T17:23:19.948489+00:00,0.3760968024200863,2.29,25.26241970350875,0.8612616775419977,26.123681381050748,50.0
